"","year","state","gender","statistic","gross_income_euros"
"560",2008,"Asturias, Principado de","both","10th_percentile",8634.04
"561",2017,"Asturias, Principado de","both","lower_quartile",13482.98
"562",2016,"Asturias, Principado de","both","lower_quartile",12923.35
"563",2015,"Asturias, Principado de","both","lower_quartile",13042.22
"564",2014,"Asturias, Principado de","both","lower_quartile",12813
"565",2013,"Asturias, Principado de","both","lower_quartile",12401.25
"566",2012,"Asturias, Principado de","both","lower_quartile",12918.05
"567",2011,"Asturias, Principado de","both","lower_quartile",13658.6
"568",2010,"Asturias, Principado de","both","lower_quartile",13651.02
"569",2009,"Asturias, Principado de","both","lower_quartile",13687.68
"570",2008,"Asturias, Principado de","both","lower_quartile",13335.75
"571",2017,"Asturias, Principado de","both","median",20174.85
"572",2016,"Asturias, Principado de","both","median",20081.25
"573",2015,"Asturias, Principado de","both","median",19959.74
"574",2014,"Asturias, Principado de","both","median",19212.77
"575",2013,"Asturias, Principado de","both","median",19057.38
"576",2012,"Asturias, Principado de","both","median",18784.7
"577",2011,"Asturias, Principado de","both","median",19276.74
"578",2010,"Asturias, Principado de","both","median",19055.8
"579",2009,"Asturias, Principado de","both","median",19202.33
"580",2008,"Asturias, Principado de","both","median",18697.53
"581",2017,"Asturias, Principado de","both","upper_quartile",30079.2
"582",2016,"Asturias, Principado de","both","upper_quartile",29429.86
"583",2015,"Asturias, Principado de","both","upper_quartile",29058
"584",2014,"Asturias, Principado de","both","upper_quartile",28363.24
"585",2013,"Asturias, Principado de","both","upper_quartile",28486.67
"586",2012,"Asturias, Principado de","both","upper_quartile",27220.1
"587",2011,"Asturias, Principado de","both","upper_quartile",27940.97
"588",2010,"Asturias, Principado de","both","upper_quartile",28121.34
"589",2009,"Asturias, Principado de","both","upper_quartile",28041.4
"590",2008,"Asturias, Principado de","both","upper_quartile",27084.62
"591",2017,"Asturias, Principado de","both","90th_percentile",42452.9
"592",2016,"Asturias, Principado de","both","90th_percentile",41032.42
"593",2015,"Asturias, Principado de","both","90th_percentile",41847.13
"594",2014,"Asturias, Principado de","both","90th_percentile",39870.62
"595",2013,"Asturias, Principado de","both","90th_percentile",39599.5
"596",2012,"Asturias, Principado de","both","90th_percentile",38796.83
"597",2011,"Asturias, Principado de","both","90th_percentile",38802.84
"598",2010,"Asturias, Principado de","both","90th_percentile",38782.2
"599",2009,"Asturias, Principado de","both","90th_percentile",39907.69
"600",2008,"Asturias, Principado de","both","90th_percentile",38359.61
"601",2017,"Asturias, Principado de","female","mean",19426.48
"602",2016,"Asturias, Principado de","female","mean",19077.92
"603",2015,"Asturias, Principado de","female","mean",18925.34
"604",2014,"Asturias, Principado de","female","mean",18400.68
"605",2013,"Asturias, Principado de","female","mean",18455.34
"606",2012,"Asturias, Principado de","female","mean",18026.01
"607",2011,"Asturias, Principado de","female","mean",18721.59
"608",2010,"Asturias, Principado de","female","mean",18786.13
"609",2009,"Asturias, Principado de","female","mean",19289.76
"610",2008,"Asturias, Principado de","female","mean",18452.09
"611",2017,"Asturias, Principado de","female","10th_percentile",6810.94
"612",2016,"Asturias, Principado de","female","10th_percentile",6218.32
"613",2015,"Asturias, Principado de","female","10th_percentile",6410.24
"614",2014,"Asturias, Principado de","female","10th_percentile",6322.88
"615",2013,"Asturias, Principado de","female","10th_percentile",6179.97
"616",2012,"Asturias, Principado de","female","10th_percentile",6518.05
"617",2011,"Asturias, Principado de","female","10th_percentile",7326.72
"618",2010,"Asturias, Principado de","female","10th_percentile",7330.34
"619",2009,"Asturias, Principado de","female","10th_percentile",7337.43
"620",2008,"Asturias, Principado de","female","10th_percentile",7169.76
"621",2017,"Asturias, Principado de","female","lower_quartile",11309.49
"622",2016,"Asturias, Principado de","female","lower_quartile",10772.84
"623",2015,"Asturias, Principado de","female","lower_quartile",10689.35
"624",2014,"Asturias, Principado de","female","lower_quartile",10754.7
"625",2013,"Asturias, Principado de","female","lower_quartile",10196.44
"626",2012,"Asturias, Principado de","female","lower_quartile",10689.15
"627",2011,"Asturias, Principado de","female","lower_quartile",11635.41
"628",2010,"Asturias, Principado de","female","lower_quartile",11465.37
"629",2009,"Asturias, Principado de","female","lower_quartile",11366.85
"630",2008,"Asturias, Principado de","female","lower_quartile",10925.78
"631",2017,"Asturias, Principado de","female","median",15795.6
"632",2016,"Asturias, Principado de","female","median",15912.63
"633",2015,"Asturias, Principado de","female","median",15594.05
"634",2014,"Asturias, Principado de","female","median",15954.87
"635",2013,"Asturias, Principado de","female","median",15431.98
"636",2012,"Asturias, Principado de","female","median",15474.56
"637",2011,"Asturias, Principado de","female","median",15478.73
"638",2010,"Asturias, Principado de","female","median",15362.12
"639",2009,"Asturias, Principado de","female","median",15857.5
"640",2008,"Asturias, Principado de","female","median",15419.78
"641",2017,"Asturias, Principado de","female","upper_quartile",24169.15
"642",2016,"Asturias, Principado de","female","upper_quartile",24339.88
"643",2015,"Asturias, Principado de","female","upper_quartile",23965.28
"644",2014,"Asturias, Principado de","female","upper_quartile",23331.74
"645",2013,"Asturias, Principado de","female","upper_quartile",23195.1
"646",2012,"Asturias, Principado de","female","upper_quartile",21980.12
"647",2011,"Asturias, Principado de","female","upper_quartile",23333.16
"648",2010,"Asturias, Principado de","female","upper_quartile",23519.22
"649",2009,"Asturias, Principado de","female","upper_quartile",24173.23
"650",2008,"Asturias, Principado de","female","upper_quartile",22456.42
"651",2017,"Asturias, Principado de","female","90th_percentile",36760.93
"652",2016,"Asturias, Principado de","female","90th_percentile",35863.24
"653",2015,"Asturias, Principado de","female","90th_percentile",35044.06
"654",2014,"Asturias, Principado de","female","90th_percentile",33779.15
"655",2013,"Asturias, Principado de","female","90th_percentile",34935.64
"656",2012,"Asturias, Principado de","female","90th_percentile",32734.12
"657",2011,"Asturias, Principado de","female","90th_percentile",33653.21
"658",2010,"Asturias, Principado de","female","90th_percentile",34528.14
"659",2009,"Asturias, Principado de","female","90th_percentile",34023.37
"660",2008,"Asturias, Principado de","female","90th_percentile",32926.03
"661",2017,"Asturias, Principado de","male","mean",27849
"662",2016,"Asturias, Principado de","male","mean",27010.87
"663",2015,"Asturias, Principado de","male","mean",26514.68
"664",2014,"Asturias, Principado de","male","mean",25322.01
"665",2013,"Asturias, Principado de","male","mean",25500.04
"666",2012,"Asturias, Principado de","male","mean",25048.82
"667",2011,"Asturias, Principado de","male","mean",25346.39
"668",2010,"Asturias, Principado de","male","mean",25170.79
"669",2009,"Asturias, Principado de","male","mean",25175.71
"670",2008,"Asturias, Principado de","male","mean",24306.27
"671",2017,"Asturias, Principado de","male","10th_percentile",12134.3
"672",2016,"Asturias, Principado de","male","10th_percentile",11168
"673",2015,"Asturias, Principado de","male","10th_percentile",11210.72
"674",2014,"Asturias, Principado de","male","10th_percentile",9811.92
"675",2013,"Asturias, Principado de","male","10th_percentile",8535.31
"676",2012,"Asturias, Principado de","male","10th_percentile",9892.17
"677",2011,"Asturias, Principado de","male","10th_percentile",11471.52
"678",2010,"Asturias, Principado de","male","10th_percentile",11714.17
"679",2009,"Asturias, Principado de","male","10th_percentile",11323.52
"680",2008,"Asturias, Principado de","male","10th_percentile",11303.38
"681",2017,"Asturias, Principado de","male","lower_quartile",17879.09
"682",2016,"Asturias, Principado de","male","lower_quartile",17190.14
"683",2015,"Asturias, Principado de","male","lower_quartile",16980.66
"684",2014,"Asturias, Principado de","male","lower_quartile",16181.76
"685",2013,"Asturias, Principado de","male","lower_quartile",15770.78
"686",2012,"Asturias, Principado de","male","lower_quartile",16392.96
"687",2011,"Asturias, Principado de","male","lower_quartile",16795.11
"688",2010,"Asturias, Principado de","male","lower_quartile",16680.81
"689",2009,"Asturias, Principado de","male","lower_quartile",16235.44
"690",2008,"Asturias, Principado de","male","lower_quartile",15921.69
"691",2017,"Asturias, Principado de","male","median",24030.46
"692",2016,"Asturias, Principado de","male","median",23437.86
"693",2015,"Asturias, Principado de","male","median",23248.86
"694",2014,"Asturias, Principado de","male","median",22433.47
"695",2013,"Asturias, Principado de","male","median",22383.08
"696",2012,"Asturias, Principado de","male","median",21732.37
"697",2011,"Asturias, Principado de","male","median",22029.51
"698",2010,"Asturias, Principado de","male","median",21831.09
"699",2009,"Asturias, Principado de","male","median",21397.37
"700",2008,"Asturias, Principado de","male","median",21173.29
"701",2017,"Asturias, Principado de","male","upper_quartile",34780.69
"702",2016,"Asturias, Principado de","male","upper_quartile",34001.92
"703",2015,"Asturias, Principado de","male","upper_quartile",34432.28
"704",2014,"Asturias, Principado de","male","upper_quartile",32512.93
"705",2013,"Asturias, Principado de","male","upper_quartile",32407.39
"706",2012,"Asturias, Principado de","male","upper_quartile",31345.36
"707",2011,"Asturias, Principado de","male","upper_quartile",31127.8
"708",2010,"Asturias, Principado de","male","upper_quartile",31148.16
"709",2009,"Asturias, Principado de","male","upper_quartile",30900.02
"710",2008,"Asturias, Principado de","male","upper_quartile",29593.39
"711",2017,"Asturias, Principado de","male","90th_percentile",45547.43
"712",2016,"Asturias, Principado de","male","90th_percentile",44938.52
"713",2015,"Asturias, Principado de","male","90th_percentile",44130.88
"714",2014,"Asturias, Principado de","male","90th_percentile",43292.45
"715",2013,"Asturias, Principado de","male","90th_percentile",43109.54
"716",2012,"Asturias, Principado de","male","90th_percentile",42573.36
"717",2011,"Asturias, Principado de","male","90th_percentile",42004.3
"718",2010,"Asturias, Principado de","male","90th_percentile",41869.79
"719",2009,"Asturias, Principado de","male","90th_percentile",43018.83
"720",2008,"Asturias, Principado de","male","90th_percentile",41101.2
"721",2017,"Balears, Illes","both","mean",22036.46
"722",2016,"Balears, Illes","both","mean",21478.34
"723",2015,"Balears, Illes","both","mean",21395.42
"724",2014,"Balears, Illes","both","mean",21322.08
"725",2013,"Balears, Illes","both","mean",20776.29
"726",2012,"Balears, Illes","both","mean",20960.53
"727",2011,"Balears, Illes","both","mean",21351
"728",2010,"Balears, Illes","both","mean",21613.6
"729",2009,"Balears, Illes","both","mean",21070.14
"730",2008,"Balears, Illes","both","mean",20388.09
"731",2017,"Balears, Illes","both","10th_percentile",9900.99
"732",2016,"Balears, Illes","both","10th_percentile",8594.84
"733",2015,"Balears, Illes","both","10th_percentile",8969.64
"734",2014,"Balears, Illes","both","10th_percentile",9312.05
"735",2013,"Balears, Illes","both","10th_percentile",8278.16
"736",2012,"Balears, Illes","both","10th_percentile",8588.24
"737",2011,"Balears, Illes","both","10th_percentile",9012.96
"738",2010,"Balears, Illes","both","10th_percentile",9219.76
"739",2009,"Balears, Illes","both","10th_percentile",9565.98
"740",2008,"Balears, Illes","both","10th_percentile",9619.14
"741",2017,"Balears, Illes","both","lower_quartile",14735.55
"742",2016,"Balears, Illes","both","lower_quartile",13884.59
"743",2015,"Balears, Illes","both","lower_quartile",14201.02
"744",2014,"Balears, Illes","both","lower_quartile",14131.02
"745",2013,"Balears, Illes","both","lower_quartile",13765.16
"746",2012,"Balears, Illes","both","lower_quartile",13954.34
"747",2011,"Balears, Illes","both","lower_quartile",14209.9
"748",2010,"Balears, Illes","both","lower_quartile",14303.77
"749",2009,"Balears, Illes","both","lower_quartile",14008.65
"750",2008,"Balears, Illes","both","lower_quartile",13486.1
"751",2017,"Balears, Illes","both","median",19264.02
"752",2016,"Balears, Illes","both","median",18847.22
"753",2015,"Balears, Illes","both","median",18610
"754",2014,"Balears, Illes","both","median",18714.35
"755",2013,"Balears, Illes","both","median",18030.53
"756",2012,"Balears, Illes","both","median",18088.52
"757",2011,"Balears, Illes","both","median",18403.17
"758",2010,"Balears, Illes","both","median",18406.42
"759",2009,"Balears, Illes","both","median",17224.24
"760",2008,"Balears, Illes","both","median",16813.32
"761",2017,"Balears, Illes","both","upper_quartile",25520
"762",2016,"Balears, Illes","both","upper_quartile",25243.95
"763",2015,"Balears, Illes","both","upper_quartile",24966.72
"764",2014,"Balears, Illes","both","upper_quartile",24936.55
"765",2013,"Balears, Illes","both","upper_quartile",24592.1
"766",2012,"Balears, Illes","both","upper_quartile",24976.54
"767",2011,"Balears, Illes","both","upper_quartile",25427.19
"768",2010,"Balears, Illes","both","upper_quartile",25579.52
"769",2009,"Balears, Illes","both","upper_quartile",24095.07
"770",2008,"Balears, Illes","both","upper_quartile",23334.3
"771",2017,"Balears, Illes","both","90th_percentile",37668.58
"772",2016,"Balears, Illes","both","90th_percentile",37025.02
"773",2015,"Balears, Illes","both","90th_percentile",36163.2
"774",2014,"Balears, Illes","both","90th_percentile",35283.25
